PROP_NUM,GAME_TITLE,MONTH,COIN_IN,HANDLE_PULLS,ASSET_COUNT
20,1516,2,180160,233270,84
16,558,11,194910,134320,120
20,400,5,94410,91500,124
8,399,7,225230,145350,124
20,2546,6,72130,60280,60
10,803,9,82520,60060,75
1,231,10,121740,91370,62
20,1066,12,355240,166770,310
22,562,1,4790,1490,3
8,986,5,90280,92590,124
8,1040,6,112790,52230,30
8,1253,6,551820,356650,150
10,2675,1,14740,2420,3
20,421,12,129010,93160,62
10,1725,9,278140,187300,180
22,1825,12,34430,30420,31
22,1812,4,27910,22450,30
10,2404,2,36270,23060,28
10,3210,9,106070,34350,120
1,1939,8,38950,49470,31
21,1145,7,197920,110180,403
10,2403,4,62400,38040,90
8,1222,10,436930,418610,248
10,30,2,690040,372070,196
20,2473,8,149290,60420,155
8,1631,5,164510,105440,62
10,2490,2,26160,14560,56
14,649,10,-14250,2140,31
20,2721,10,257360,131980,248
10,1750,5,330690,219080,155
20,1006,11,58240,45030,30
21,2896,7,73940,67390,31
10,3010,4,282580,236480,210
8,1491,2,28930,37110,28
10,3086,4,322760,281640,120
8,470,11,4487560,1863910,2850
10,424,10,261460,282040,248
10,2235,2,634060,461860,280
10,691,2,233570,233930,339
10,266,7,41670,33610,62
21,129,1,30450,30220,25
8,244,7,107180,61270,62
10,3307,1,14140,3750,4
10,2957,12,61020,35080,31
16,204,4,18450,21620,30
8,2371,8,264420,275580,62
10,3015,2,43450,27600,28
10,693,9,338550,16110,150
14,9,11,-18830,7240,30
21,2435,10,473920,145120,93
22,2716,6,40300,21210,60
8,350,3,151410,159000,155
10,611,8,353320,91720,155
20,2849,6,2659230,1622060,360
10,3114,10,105040,87980,93
21,744,5,34930,37080,31
10,53,12,4103830,1412520,682
10,2726,5,345280,204630,125
10,344,2,88670,78550,56
16,1130,1,6690,3310,3
10,589,9,1296690,628270,990
8,459,12,175330,128070,62
16,1572,12,82950,34680,62
8,2125,6,119090,87780,60
10,2110,2,189260,131820,224
10,1118,12,170060,103920,93
14,2713,12,206810,97420,93
20,1582,11,110080,171340,60
8,1675,5,132410,144140,124
10,1324,1,20760,3770,12
8,344,8,69210,82260,62
8,1826,8,27690,28270,62
10,2123,11,11120,0,2
10,2245,2,165900,174810,84
8,2527,11,127060,118050,90
10,1896,5,715740,163770,186
1,286,3,421570,241750,124
20,3059,4,53680,78360,30
22,562,3,24920,22550,31
10,1970,8,203920,130720,52
8,1155,8,781550,1273730,248
10,1119,8,501110,48100,93
21,865,12,135530,111370,93
10,2047,6,84190,67850,120
20,1546,12,6641230,1937520,2170
10,2423,5,3061260,878810,2542
10,1748,12,102960,65650,62
21,442,6,95170,130640,30
21,1484,3,25540,26030,31
10,3236,7,32830,24040,29
16,570,9,30860,33120,30
20,2565,11,131280,92920,60
14,3022,2,-31110,0,28
20,1707,5,1259350,285200,124
22,2375,8,56220,55520,62
10,1534,11,57150,66280,30
10,1011,3,207590,166590,93
10,1187,2,20140,10660,28
10,2180,5,236790,50230,110
20,2529,10,228570,234550,93
22,1781,2,29570,57930,28
10,1261,10,84100,48680,62
10,329,2,2903200,1623410,566
10,2921,10,149860,129710,93
20,2594,4,464300,101210,90
20,1186,5,83430,92250,31
1,1469,10,117410,69060,87
21,1590,11,59730,33410,75
14,2054,2,-31120,0,56
1,1254,7,164740,111170,124
16,2507,12,151330,57790,62
20,2217,10,485770,395540,248
10,968,7,109750,85070,72
10,1093,6,109930,81400,60
22,576,10,156930,165970,93
8,966,8,19610,20250,31
8,2835,5,313680,239540,62
10,368,6,217330,190380,180
8,774,6,179700,105610,60
1,332,12,149660,84220,155
8,1988,5,180680,321100,124
20,2783,3,10790,0,1
20,2430,4,69110,19000,90
10,2207,1,100850,72930,62
20,460,6,123070,201820,60
10,2940,11,238080,21390,30
1,3102,3,41700,51010,31
10,2223,11,1237310,713850,300
8,1145,5,1496860,686010,1147
8,1976,1,46350,46450,31
20,954,11,43330,36250,60
1,2686,4,53810,46460,30
22,49,9,98100,40170,30
10,2187,9,218750,171680,150
8,120,7,45620,49530,93
1,1931,8,57480,51770,62
16,1041,8,302390,71540,62
10,436,7,86100,84250,93
10,1925,6,54160,47390,30
22,1132,10,21580,23200,31
21,2878,12,74260,62970,62
10,333,10,299850,340290,279
10,901,2,33450,22970,28
20,1841,5,704940,275250,186
10,131,3,71650,62000,31
10,2404,1,16190,3510,6
10,3272,10,150190,60260,186
21,756,12,533470,457470,155
10,102,4,583800,442430,240
22,1156,5,127660,128430,121
8,2641,2,78220,19870,72
8,3021,7,63740,24250,155
8,2363,10,206340,342140,124
10,906,4,78320,54550,60
8,2082,2,48160,88880,28
16,908,11,120080,110110,90
16,1855,12,35130,52340,31
22,1022,1,7870,6360,9
21,262,10,102440,79570,62
16,1841,5,501280,44000,90
1,898,12,145100,22460,31
10,1021,6,726670,424920,420
14,1182,12,13390,41740,62
16,2469,9,115230,48660,120
20,1649,7,4794810,2627200,1612
10,3271,7,1031470,916160,651
10,2437,5,2058070,540720,310
10,2463,2,128510,105720,84
10,2122,4,211770,211570,150
10,2056,7,44570,30830,31
8,2168,6,276660,377610,60
10,1713,4,39970,29920,120
20,875,7,47580,28260,60
8,3054,2,108420,175680,56
20,403,7,68070,68160,31
8,2082,11,60390,116920,30
8,1696,9,557890,392650,210
1,2972,7,47130,75080,62
10,693,3,260440,12530,155
20,1774,6,54170,31540,60
21,2448,3,28460,30320,62
10,1587,1,15790,4590,4
16,670,8,65140,44620,31
21,173,11,86690,46570,90
10,2050,5,16740,6740,31
10,1195,12,72880,63130,93
21,2853,8,6450,4750,31
10,2824,12,41130,40200,31
22,2034,11,103250,48270,30
1,760,9,84430,67560,120
20,3267,9,696320,810320,390
1,2906,8,33080,21050,31
8,2805,6,40530,39270,60
10,930,2,210890,136950,280
22,1481,5,68120,21930,31
10,693,1,39330,1370,20
20,1696,7,638030,401740,124
8,85,6,82850,152990,30
22,1156,4,60410,66700,30
20,1546,2,4435690,1423170,1960
21,744,4,46360,51730,30
8,126,10,50040,74820,31
1,1867,4,91980,74110,90
20,1065,4,28200,45920,30
21,3164,5,128020,143800,93
10,3070,1,32570,15940,19
21,2470,5,92910,54750,248
22,752,6,34590,23610,30
14,936,4,-10250,22480,60
20,1055,7,98460,47160,62
10,1097,6,126850,79830,78
10,791,8,266910,240190,279
8,232,8,1493770,438120,155
16,1356,6,47320,50320,30
21,3026,11,10530,7270,30
10,2774,1,57110,17230,18
20,1045,12,60730,57610,31
10,2775,11,136030,84800,90
20,2716,2,74990,36430,56
10,2191,6,833660,453700,360
10,623,12,139000,50820,80
8,3006,9,56530,49570,60
20,1073,3,29170,16540,62
22,2492,11,105450,103530,90
8,261,5,166830,149790,93
20,1279,12,164060,13750,93
10,3058,12,68470,83960,62
14,1441,5,141370,24470,124
8,1770,10,356810,264730,155
10,3322,3,629920,613240,569
20,1190,5,655520,47280,62
10,674,1,79720,42120,31
8,1012,4,140030,275600,90
10,513,5,108440,47840,93
10,703,8,137990,62470,176
10,1247,12,213640,88590,62
10,1678,9,137740,107680,90
20,827,11,1571170,319870,300
8,1108,8,186100,101540,124
8,570,12,186080,487460,93
10,1354,2,289790,200040,140
1,3142,12,26080,14490,16
10,3261,9,165700,16350,30
10,1443,2,42790,25600,56
21,3320,11,71900,70790,150
10,2382,7,1119650,529000,310
21,710,8,16750,9450,31
10,2275,12,763440,668170,563
8,1425,2,11710,15200,28
10,1062,9,252500,56540,90
20,3113,8,62070,40850,62
22,760,3,100080,95900,93
8,84,4,46260,113960,30
10,1076,7,31850,17160,31
20,162,10,375820,204450,62
20,1156,2,307070,247360,168
10,1242,12,687560,428800,341
20,2309,1,37760,5850,18
21,2388,9,42570,24170,60
10,3100,2,909700,309610,196
20,2896,1,81390,60090,48
1,1816,5,47960,38160,62
10,1675,5,564240,547230,713
16,504,11,277920,93450,60
14,333,10,14560,59270,62
20,990,10,110380,88200,93
20,2725,8,121680,74790,62
14,50,2,-31080,40,14
20,1125,8,50060,30020,31
20,2701,5,126650,147640,93
10,1912,11,14980,2920,8
8,1511,3,41190,22380,31
8,889,2,61670,62220,28
8,764,1,33740,7180,124
1,3137,2,35580,26010,28
20,1259,1,19990,8330,20
20,914,5,125270,131970,62
10,1897,10,95210,22910,62
20,2203,8,257240,157080,62
20,561,12,94090,104960,31
21,1956,10,22830,22610,31
21,444,12,36860,65300,31
20,1026,3,197100,92460,62
20,67,2,403150,339820,392
10,211,1,23670,16140,21
20,930,10,51920,26610,46
10,131,1,14050,4530,4
1,3102,1,7040,3020,3
8,2369,4,293520,308210,60
10,366,3,88220,64450,31
10,866,1,15440,5310,15
10,893,9,503510,487700,390
8,1872,3,219820,218910,186
20,502,11,178620,67850,60
20,308,8,34690,20400,31
16,197,2,26260,19670,28
10,1498,2,34380,25270,56
21,1634,5,68900,87240,31
8,2288,12,86850,74350,31
21,575,2,57510,63970,28
20,1401,5,31070,20400,31
10,165,11,242580,15660,30
20,763,3,62570,54230,62
10,1997,7,206670,126020,93
16,1453,10,92170,124350,62
10,2450,7,82580,67790,31
10,1526,11,14270,2930,15
10,3301,9,83880,39220,60
20,1803,11,71860,67500,30
8,39,2,146340,117130,112
10,608,3,587630,441770,186
10,1208,2,153940,59850,31
10,281,4,603310,46670,120
10,3186,6,100890,84610,120
20,2909,4,294530,202920,150
10,1531,9,59730,44560,60
10,1055,7,54640,57460,31
10,2611,3,479410,343580,217
14,715,11,-13900,16970,30
10,2939,3,205540,200600,93
21,129,6,100850,75950,30
10,301,2,135350,97230,112
20,1259,5,80680,59680,124
14,1439,2,-31100,30,28
8,2033,6,131660,99960,60
10,2228,6,1375620,856360,570
8,2800,5,223790,209970,62
10,327,12,3412700,2237430,883
21,2364,6,67500,84650,60
8,766,9,42160,48350,30
22,2341,3,48910,46540,31
21,2200,9,62240,50270,60
10,1069,10,137850,118110,93
10,2881,1,30550,15200,22
10,1189,8,56650,24260,22
1,3102,9,35940,40100,30
20,2954,7,32930,24810,23
14,231,5,-5140,19010,31
8,1608,8,311830,201560,155
14,695,4,96700,18200,60
10,1570,1,106600,29370,22
8,3081,4,-1670,0,1
10,2866,12,128270,73850,62
20,2124,12,228740,150570,93
20,2697,10,55290,51530,31
1,892,8,25140,21220,62
8,3005,12,110620,92980,93
20,1823,1,195420,105510,35
20,451,10,27970,13830,15
10,2605,6,1106270,764810,330
1,429,7,110020,175040,93
20,1427,4,1083270,492630,660
10,490,12,22360,11980,31
8,901,3,118950,88140,62
20,765,6,33140,17760,30
8,2810,7,86080,80290,124
10,1181,9,94810,69200,60
10,329,10,2906230,1697190,682
10,1213,7,299330,141370,93
16,3111,4,36150,19410,30
10,1507,6,440240,265500,134
8,1068,6,9540,11570,30
14,2051,7,-14000,21340,62
10,1739,12,307430,107850,248
21,1253,5,340510,217610,93
21,3164,4,133050,147300,90
20,1318,9,88170,54850,60
10,1788,12,59180,39360,93
20,3209,7,43210,68030,31
20,2410,12,197660,308650,124
21,1841,1,809340,228080,221
20,1636,3,128650,111230,62
8,528,5,772460,165990,211
10,1211,6,395620,365400,300
10,2734,6,91270,48830,60
10,2613,8,77770,31270,31
20,1490,7,58680,56150,31
20,2229,3,169320,142900,93
1,2896,4,50010,40020,30
10,2922,11,155710,122810,60
8,516,8,346710,242790,155
1,3182,4,89900,77120,60
8,1775,9,25410,22970,24
20,273,7,447830,300760,186
8,2632,12,67740,20340,31
20,821,1,12460,1590,10
10,3062,9,18490,7680,30
20,2199,3,139680,143110,93
20,1185,8,68340,64500,62
20,43,5,88870,141110,62
21,419,1,28310,50770,29
10,587,12,77610,73290,31
22,2202,11,207860,172450,90
10,2825,4,351980,244150,240
20,768,4,25730,16840,60
10,2835,12,239000,173850,155
8,2020,7,198940,167260,248
16,909,4,332770,69080,120
8,114,7,57480,55490,65
10,2732,12,242510,137980,93
10,2043,9,285380,172220,210
10,2663,8,75330,52450,31
8,630,9,977910,853160,240
10,622,2,126310,97950,168
20,2132,4,192790,151750,90
8,1739,7,180610,65900,186
21,3120,4,39200,21360,30
10,1674,12,352720,239860,93
20,1483,2,39640,24140,28
10,2245,11,201790,216130,90
10,2895,9,120050,41940,60
20,2014,9,63910,54740,90
1,2535,10,103670,27250,31
8,2172,10,17670,21650,31
8,1546,2,5619650,2467700,3332
22,1964,8,166730,139600,155
10,487,10,24550,18950,31
20,504,2,1607350,1142640,560
20,1385,6,220020,171100,90
22,576,7,139490,169260,93
10,1329,12,14020,1110,2
1,2717,12,37630,34660,62
10,451,9,151090,143860,270
20,2804,5,113580,98450,93
8,3071,9,106070,43660,60
8,1378,2,43980,48220,84
20,489,11,1033890,1180770,540
10,1080,7,917520,567210,427
10,1390,5,58430,26980,31
10,1102,7,1190390,397760,372
20,1481,10,152120,35850,31
21,129,4,52550,47520,30
14,2995,6,52910,57810,120
10,1280,6,382710,370650,330
10,2300,11,66660,32710,30
10,2419,1,497210,35100,90
10,1883,3,370370,184210,93
20,723,1,401870,255780,65
21,3161,7,18940,23490,62
10,2058,9,32830,21550,120
20,3107,11,13450,2210,5
8,929,3,66670,85700,62
20,231,10,612080,336770,186
10,2945,12,832160,82580,124
1,845,10,14090,21640,31
10,2949,6,82390,68440,30
20,2098,10,90570,83200,62
10,2288,6,174150,153160,180
8,2152,2,41980,58860,28
8,1010,4,1140120,2023200,360
14,231,11,45640,60480,30
10,919,5,90780,68790,31
8,559,4,27520,23930,30
14,2213,5,79650,81090,62
20,1900,5,183330,16950,31
10,2959,3,114900,51290,62
10,748,5,159220,123660,62
10,2255,10,280950,229370,217
8,667,4,211750,55850,327
10,1227,12,139090,109520,124
10,2419,3,3717440,282460,620
20,2204,1,27280,13640,12
8,2592,1,3303480,1029810,651
10,2183,11,290170,222870,90
16,1134,7,48830,41920,93
20,2475,2,99550,98200,112
10,1617,12,828500,420220,868
10,2720,5,1528950,285380,527
8,1913,4,14330,14500,30
10,3326,9,141060,93830,90
8,2160,6,38900,52990,60
10,2922,2,110900,97210,56
22,1145,6,352410,120800,180
10,2575,10,606740,117530,341
1,3338,4,72330,129180,30
10,670,3,323010,147870,124
10,982,11,665060,370480,390
22,3264,4,30340,15180,60
8,1989,6,73810,72910,90
20,1185,6,68260,60030,60
20,2947,12,60680,75110,62
21,1653,1,354470,115590,75
10,2631,11,127550,75230,90
21,2410,3,104920,173240,93
20,101,8,110610,103030,31
20,1309,10,1135060,276880,107
22,2710,7,31490,27060,31
8,1298,7,166880,141770,93
10,175,7,432050,231360,217
1,2122,6,13960,10220,30
10,1010,7,612990,705010,308
8,418,2,130800,328600,56
8,909,9,104900,23480,210
10,1087,6,530070,298630,510
14,2713,10,199280,94100,93
10,1392,9,48760,38920,60
1,1215,10,201370,128270,62
8,90,10,390770,455380,155
10,2681,3,75700,48390,31
20,3083,2,26580,14400,28
10,1959,9,74630,45260,30
10,1833,8,119410,82520,124
10,2056,10,36690,21920,31
10,1123,2,240650,228980,143
10,370,4,172810,151090,150
10,1269,2,273800,113950,140
21,2878,2,44620,39800,56
10,1052,10,22210,9100,31
1,1605,11,68480,44760,60
8,1399,11,73100,10820,120
21,656,11,52300,58230,60
14,1817,10,5000,29470,62
10,1993,6,339180,368410,270
16,381,9,38950,31160,30
8,2120,6,33980,62240,30
8,2804,8,73950,80350,93
10,808,7,50930,41080,93
10,2730,5,868220,500180,310
10,1044,1,152140,27990,16
8,2768,12,96720,147790,31
14,883,10,34580,45290,62
20,249,9,34220,18340,30
20,308,6,30190,17180,30
10,1102,12,1427330,420080,410
10,562,2,73070,46660,28
8,711,7,75180,201600,31
10,1146,1,44180,22880,24
21,959,11,53170,9120,90
1,666,1,7880,550,6
8,490,4,8760,12930,30
20,1896,6,35180,21500,30
20,2760,1,21760,10790,10
21,169,1,3350,10040,4
21,2276,11,96070,102810,90
21,6,11,22480,23280,60
20,3135,3,37610,22250,31
16,2384,4,63090,57990,60
10,1506,11,580500,315460,270
10,675,12,11900,80,31
14,1839,5,23140,56720,62
10,1518,3,79650,82300,31
14,1109,10,26850,21210,31
10,2933,7,330570,370420,217
1,2426,11,26850,17120,60
10,2211,12,133150,78860,155
22,1308,9,1176340,302850,240
20,1677,4,80720,80470,60
10,129,3,198520,161110,93
10,3247,2,57550,49390,28
10,2023,1,18110,7450,24
20,2507,11,153110,366910,90
22,2539,9,71360,36270,30
8,1482,5,198180,54870,31
10,1711,3,181910,176780,217
22,338,1,9580,3440,6
10,2527,11,110690,76000,60
10,1163,10,29170,14500,31
10,1414,10,473070,179160,279
22,1817,4,19790,17420,30
20,520,5,166620,93160,62
10,651,4,380610,26250,30
21,3010,11,10400,11550,30
8,998,3,746660,1222760,310
20,985,9,143290,103100,60
10,514,3,511640,340720,279
8,115,6,61070,53890,60
20,3096,6,154850,35000,60
10,1796,3,767290,462710,186
20,2650,12,108710,42520,31
14,1427,2,-30950,60,112
8,1335,5,43750,37030,31
10,2755,2,287580,205940,168
1,3272,2,138890,57630,112
8,2461,11,233690,151720,150
20,2471,11,1389480,276650,420
8,303,5,206210,173180,93
10,2218,9,125230,93250,60
8,470,8,4321360,1985500,2945
10,1313,9,754360,446890,210
21,1947,1,10580,9690,29
22,859,8,10800,10950,31
1,277,10,66620,47690,62
8,558,11,496850,626730,150
16,885,7,67870,59810,124
8,3008,11,27540,27230,30
20,2816,9,163040,139370,240
1,1184,10,34120,45320,31
8,3138,3,64910,72270,155
8,2935,4,142890,132670,90
8,2586,6,90200,29650,120
20,2992,6,40260,23140,30
10,1617,4,578630,277040,570
10,1554,5,96360,23390,93
14,2713,4,174690,87460,90
20,2900,5,34330,20260,31
21,916,12,37720,62030,31
21,3267,3,193650,351740,93
21,1721,2,32110,55310,28
10,2773,12,92750,21240,62
22,504,2,301900,150040,84
20,3024,8,97440,87650,93
21,60,5,33860,32080,62
21,3103,2,44430,23690,84
20,1982,6,45970,33350,60
20,1407,2,78360,62080,84
8,1418,7,117740,18220,124
10,30,7,705530,420310,217
20,1416,10,241050,79120,155
8,930,1,37610,29770,31
22,1370,5,5080,780,2
10,2038,8,130090,112990,155
10,876,3,47810,28660,31
8,564,10,3261930,1723860,558
14,1276,6,14380,42050,60
1,1184,5,34550,49450,31
20,1649,9,4351210,2375890,1530
10,2615,3,128300,123720,62
20,1457,11,98000,15120,60
1,1479,6,39500,31830,60
20,403,9,63660,70980,30
20,1185,7,57060,53540,62
8,1946,7,36820,67940,31
20,1696,2,650570,401350,112
10,1788,4,71540,52880,120
10,436,3,119090,122400,93
8,79,6,71960,90070,60
8,2311,3,270150,247520,62
10,1523,5,26360,18600,62
14,1117,7,-2700,35690,62
10,1160,3,77110,78100,62
8,2881,7,49900,51460,31
1,1584,6,35180,45880,30
14,378,5,98620,77110,124
10,1302,5,86000,31170,31
16,237,8,37940,37750,31
10,2550,6,31990,5450,85
21,750,2,66590,139290,28
10,1519,11,65720,42230,30
8,710,11,76090,33400,90
20,1667,9,57280,41060,30
10,2000,2,130860,108650,84
10,170,8,75140,14360,31
10,3000,11,53240,33920,60
8,1160,3,74510,88360,62
10,309,3,60400,38850,62
21,1696,8,152950,105320,62
22,476,6,146360,64890,120
1,2627,3,98280,148890,62
10,2745,4,163380,174480,330
20,8,2,34030,13840,28
8,3120,1,652440,333150,248
21,123,2,81630,87900,28
1,533,7,104220,17680,31
1,2095,3,123460,28360,31
20,451,2,93960,62650,56
10,332,2,417310,215510,361
16,1407,2,42690,40720,56
20,2802,5,71870,106300,31
20,135,10,86450,54350,32
8,1756,6,53000,45450,38
20,3282,12,1137060,314700,248
10,1835,7,92540,81960,168
1,1696,7,106170,70580,62
22,2365,1,5600,2070,3
1,1552,10,176300,75770,155
14,1020,9,11010,32130,120
10,2896,6,531150,474810,450
22,1108,9,111260,70690,90
14,3022,7,33630,14900,62
20,126,4,42660,37460,30
10,878,11,265260,234270,270
20,2640,2,233000,118650,112
14,501,10,60550,38590,31
8,1646,8,67430,65220,155
10,2542,10,574760,388330,403
1,304,3,65810,56430,155
10,2296,3,211330,200060,62
20,2552,4,371720,203870,120
14,1227,10,-4090,24180,62
10,2017,1,91860,9810,23
10,1928,4,19930,7270,30
10,1514,7,97620,63930,62
16,1107,7,368740,253310,62
10,348,1,34390,17270,30
10,2437,8,1613750,434140,310
16,558,3,448700,305620,186
21,2475,2,1300,1580,4
1,2972,3,60300,97120,62
10,91,2,446900,104520,112
8,2875,12,283620,173750,310
8,1825,9,29860,27470,30
8,1085,1,32990,14050,93
8,1303,10,33800,34360,31
20,670,10,267050,239020,124
16,2625,8,70940,43870,31
20,2372,11,61430,96160,30
20,3063,8,75500,42710,62
8,2680,8,116920,94380,31
21,1681,11,2152250,807750,480
21,159,6,69850,29790,90
20,2719,8,332790,172530,217
10,1675,10,364130,341160,527
14,2423,3,719240,340790,620
8,1253,8,497830,372550,155
14,2231,9,50800,58990,60
8,1932,12,148920,153650,186
10,244,10,375620,202040,217
10,63,10,1793370,902360,775
21,3007,2,31420,28380,28
8,1142,4,111040,69120,60
14,1373,11,-9130,18570,60
20,2731,5,111140,63940,93
10,2781,4,51610,36440,30
14,2896,8,19190,52310,62
1,404,7,10270,6800,31
21,558,6,52900,83790,30
10,2720,9,1876000,332400,510
21,516,8,114500,75530,62
20,3225,9,70080,60430,60
20,2479,8,319260,277690,93
10,410,3,23340,14700,62
10,906,1,19860,7880,12
16,350,12,62850,57430,62
8,865,12,276710,250660,106
10,608,8,403050,341390,186
20,3050,1,15990,6010,5
1,418,7,33330,89130,31
10,37,6,158570,93870,78
10,1118,10,154780,85190,93
22,830,3,50240,21810,31
21,123,1,9490,9870,4
22,1308,8,1272280,299720,248
10,504,7,5588430,2233450,1023
10,2969,10,199360,11610,31
8,1024,11,218020,228600,120
10,1935,7,26140,24470,31
10,1658,8,64170,44400,31
10,2649,6,63390,49210,60
10,2773,1,20230,2370,10
20,745,3,63180,54690,31
14,3157,11,74060,64760,120
8,2139,1,87250,78190,31
14,2849,6,85560,85760,120
8,1013,1,306270,488670,124
10,869,10,32100,17610,31
10,1938,12,114460,42550,80
10,507,6,637770,190230,90
8,2701,12,87330,139690,31
10,2704,1,73930,66790,35
16,1407,5,48660,36750,62
20,1482,1,32700,5720,5
10,1267,8,73510,68380,31
1,107,10,120740,111560,62
20,142,4,149750,132210,210
16,3147,2,34620,26420,28
22,279,11,99530,6980,30
8,2139,5,52530,57290,31
10,3075,4,440940,296820,330
10,2054,6,680770,646360,630
8,2790,6,44600,41960,30
10,2128,2,80420,59160,56
8,2850,11,227700,119460,120
10,3185,9,89890,26320,30
10,399,6,231620,152960,90
16,3010,12,32390,21130,31
10,2984,1,35940,17190,23
22,1116,4,106560,91490,60
10,1642,11,58130,3890,30
20,929,8,67740,63300,31
8,49,9,1240770,432690,180
8,1700,6,123460,209920,60
8,789,5,70930,76980,62
16,670,7,57230,39830,31
10,2487,3,50600,18390,31
20,2475,9,58940,50700,60
10,496,8,201220,52150,31
14,2855,7,4130,29520,31
1,2363,3,152500,130860,93
1,404,12,11180,8870,31
8,2221,1,315890,249080,62
8,2805,11,41060,39770,60
10,2041,7,382160,232440,217
10,23,10,107220,66090,93
20,3138,4,50620,37800,120
10,555,10,319940,30470,62
10,2997,4,433680,102020,90
8,2677,10,276580,152790,93
8,2756,4,16380,19080,30
8,705,7,247920,268590,62
1,1166,4,41920,6900,30
16,743,5,29970,27710,62
10,3007,4,63310,45800,60
1,1772,10,97400,23530,31
8,1346,9,12449500,2113350,690
10,2158,4,89300,72060,60
10,260,2,325020,297100,196
21,1141,1,2610,2770,6
10,3232,8,913340,479710,620
10,91,1,72470,14310,24
8,2375,2,55070,66430,28
20,519,2,63850,49910,28
10,1011,7,160460,137300,89
8,84,11,52360,139020,30
10,591,11,56950,33410,90
8,15,3,63370,55330,62
10,56,9,1352980,150810,60
8,1841,6,1386470,259010,180
10,1834,8,238990,178010,124
10,828,1,33320,16450,15
20,2402,6,95710,87650,60
10,2463,9,123870,100470,90
10,2281,5,138630,117230,124
20,460,7,90470,166900,62
10,1142,12,207710,78860,85
8,1508,1,892040,273390,124
10,1261,2,93470,58100,56
10,1234,12,280720,258480,268
8,2172,7,18750,20230,31
1,857,4,19510,36750,30
10,1523,10,23550,14310,62
10,595,5,53330,31850,31
10,688,8,1557930,756280,310
16,2423,12,424330,284830,248
20,1968,10,27780,12650,31
22,439,5,38410,68700,31
20,2593,8,368830,151330,155
22,1130,6,44700,32140,36
16,1743,12,182250,99070,93
21,1427,5,196390,110750,403
8,1173,10,285330,414570,93
1,1308,2,1115240,189340,140
1,853,9,23810,36090,30
8,3254,1,33950,57940,31
8,1300,3,259690,244000,155
10,918,1,12140,660,4
20,796,6,202470,50430,120
16,908,8,184980,153000,93
10,3279,11,206470,81210,120
16,233,8,88520,30460,31
14,2054,10,12560,46670,124
1,3141,3,61600,51450,62
10,2974,2,286110,289550,280
10,286,8,485260,429150,279
14,1221,11,111870,117190,120
10,2450,6,67780,55570,30
20,1595,10,106640,84660,186
10,3114,2,82280,68690,84
8,1440,2,55360,14450,28
10,2230,10,216450,159130,93
20,396,5,285790,297850,124
20,2820,10,358740,200670,124
14,2215,12,69360,86520,62
8,1211,8,181960,228930,124
8,2855,12,256080,188170,88
20,1963,9,633890,405030,150
20,2519,5,553470,84610,434
14,2234,4,76170,77110,60
20,327,8,1534590,1065480,403
10,1685,7,335670,180060,115
1,533,2,106460,13660,28
21,709,12,51260,56350,88
10,2669,6,626160,248830,120
10,1044,3,1592930,321640,124
1,1816,11,38140,36100,60
16,1453,12,112260,151860,62
21,203,6,17810,19890,48
8,290,10,64650,87180,62
20,1574,5,48930,49600,31
20,1506,4,176890,103450,90
10,1697,6,48810,33180,90
20,474,4,2787950,1210500,1440
10,1118,4,168020,103530,90
20,641,12,95200,95110,62
20,1476,1,24690,7380,20
20,1854,8,1670600,403050,155
8,3199,8,65080,48850,31
8,2766,6,22720,19780,60
21,1608,5,134780,98180,93
10,378,5,1689650,1160650,1023
10,220,12,222820,202420,203
16,1408,4,46020,42870,60
20,2098,8,102860,96150,62
10,2005,8,62030,32790,124
21,169,12,34780,85900,31
8,1871,9,100910,26670,60
20,2217,2,370310,324000,224
10,2570,5,1607530,711200,1085
8,610,9,27480,27750,60
20,1280,7,67070,53450,62
20,2622,8,249530,236330,155
8,2898,6,282270,303510,120
21,1091,9,139890,65250,90
10,2379,9,32150,18430,60
8,2619,7,124540,162530,62
8,3168,3,69630,64850,62
20,2298,10,121860,86900,62
10,596,9,65610,17770,30
10,2892,10,69630,54380,186
10,3293,6,242210,177020,120
10,1570,5,935600,349380,279
8,711,1,64070,147970,31
20,1582,8,130420,224570,62
20,1560,6,158080,22080,30
10,3024,10,184020,182690,256
10,117,5,371800,223720,217
16,1107,9,190670,106170,60
20,953,9,30470,20250,60
20,308,7,37790,21410,31
20,1476,12,124390,42380,124
16,670,6,60610,43110,30
10,409,4,63750,25170,30
20,3157,8,326990,203240,186
10,2356,12,72350,40570,62
22,936,4,63970,49170,60
20,1130,4,124630,87020,60
10,1524,6,113400,84940,60
20,2481,5,219190,236840,93
16,1215,11,338570,161500,60
8,1064,1,31300,28650,31
20,1109,2,309440,64390,56
8,337,8,43050,47820,62
20,2407,2,76470,57880,56
20,259,8,42680,23020,31
20,33,6,213020,169340,154
10,984,5,31670,13950,31
14,1506,6,-6190,18910,60
8,1185,5,134720,179190,155
20,389,6,227900,139880,120
20,2716,1,14850,2420,6
8,1295,2,121220,180810,28
8,2452,6,67070,134210,60
10,2211,10,110630,65680,155
10,2172,7,89900,67500,186
20,47,9,288100,223840,390
21,693,1,2820,2400,8
10,879,11,888220,470010,360
10,1041,9,3786800,789150,480
10,1390,3,64590,35790,31
1,3174,6,53230,42720,60
8,1033,3,174070,101890,62
10,2464,12,42750,21150,62
10,374,5,1583360,626770,589
